52,32,33,77,12
74,57,69,11,40
14,4,46,42,38
47,45,12,27,80
5,42,61,80,55
42,2,25,67,35
14,29,59,75,39
12,84,35,74,4
70,57,84,73,80
13,73,75,24,83
2,56,81,6,27
62,49,14,66,50
72,12,29,53,42
7,74,3,6,59
19,74,17,2,80
74,82,27,80,7
80,72,21,67,26
18,27,68,46,51
55,82,9,44,81
61,41,58,80,31
26,63,48,5,39
45,34,82,60,16
78,19,26,49,34
18,50,21,3,41
81,39,23,80,16
51,14,28,52,79
17,41,6,80,28
30,15,75,29,19
34,65,50,7,6
40,45,68,79,11
67,16,21,23,83
24,58,41,45,30
83,73,71,12,49
11,75,20,57,70
71,58,11,44,69
26,13,16,3,65
64,7,52,79,15
31,15,45,17,24
58,63,67,20,45
55,13,33,40,39
30,48,22,75,24
66,22,59,6,4
58,21,24,52,66
82,81,2,6,5
75,4,84,80,56
12,43,24,62,9
37,15,43,31,30
19,66,54,40,61
52,38,26,17,55
6,2,19,9,56
59,52,71,46,8
79,39,17,68,13
39,15,71,48,33
52,69,34,61,27
27,36,72,61,28
22,6,5,52,25
78,50,11,58,13
13,11,66,18,56
36,84,45,56,35
38,77,47,78,50
15,8,5,53,68
13,2,80,22,84
84,19,38,50,43
31,18,9,55,29
37,10,50,23,59
27,53,45,78,47
7,63,16,58,29
79,84,27,73,25
75,78,3,69,4
77,49,16,20,50
57,26,39,47,29
32,84,52,45,57
58,62,46,66,76
38,52,57,18,29
79,36,59,84,58
6,71,9,48,61
19,81,77,1,10
16,10,37,70,31
47,6,71,84,17
72,75,82,8,35
41,68,62,78,40
80,27,82,41,33
72,8,33,77,37
17,21,74,75,47
64,28,78,71,33
22,34,79,17,29
45,44,82,3,16
10,72,31,41,29
1,62,42,45,6
11,5,49,4,28
19,49,33,58,79
34,80,9,41,67
6,60,51,15,16
60,80,6,79,44
53,15,11,42,60
67,47,26,23,8
58,77,35,24,26
48,59,40,7,5
80,59,60,78,77
69,61,33,52,29
17,20,63,54,73
47,45,18,23,35
19,16,46,73,48
62,29,2,7,46
45,80,70,55,11
34,53,13,47,22
33,50,70,32,8
1,4,18,71,78
19,63,30,64,70
52,6,8,60,50
69,74,62,31,55
10,18,27,29,55
39,48,50,28,62
64,21,39,58,47
14,45,7,29,3
10,15,1,48,69
47,43,16,12,75
66,71,53,59,44
44,35,53,75,57
77,33,70,9,21
75,41,76,54,7
33,22,72,51,8
47,74,46,56,39
38,69,83,66,76
41,18,6,78,65
64,70,35,36,79
67,12,50,16,64
65,24,82,15,41
46,82,69,65,1
81,25,17,19,39
68,7,84,32,83
50,3,47,32,63
78,52,6,10,21
70,62,40,3,2
36,31,67,48,6
26,59,44,53,18
33,25,74,82,13
39,54,79,35,67
25,20,51,41,39
50,31,28,83,17
40,8,56,39,62
6,46,30,56,5
13,40,65,43,34
19,41,66,67,8
59,69,65,70,36
39,5,23,72,57
7,39,48,72,63
20,46,15,44,55
18,66,26,58,47
45,37,59,19,29
59,63,19,1,35
72,6,10,22,76
23,50,21,5,75
77,66,49,67,28
23,1,42,33,20
38,84,44,43,55
33,6,52,24,57
27,58,72,47,28
78,53,68,71,29
14,60,81,72,63
16,47,19,39,83
69,9,12,53,24
43,30,45,49,17
16,69,81,53,37
8,70,17,75,5
52,57,55,77,84
18,58,29,73,77
60,40,48,76,70
7,38,62,47,46
63,4,1,35,3
35,59,49,4,38
64,44,12,72,75
45,19,71,22,7
20,34,66,4,19
53,36,20,49,72
54,78,48,33,27
46,83,64,70,53
42,56,58,77,47
28,64,1,54,21
15,14,46,61,57
68,69,45,15,54
17,58,6,15,39
80,45,30,54,34
21,13,15,58,44
40,70,53,46,82
23,7,33,71,69
66,71,45,13,30
61,6,36,71,52
15,8,82,4,50
30,37,3,73,57
74,47,41,27,4
68,65,80,10,26
48,67,34,63,60
74,77,62,55,5
2,13,40,47,32
34,32,79,80,54
63,28,69,12,5
73,70,60,43,84
21,6,33,68,71
59,37,65,23,30
48,10,29,33,77
24,41,6,75,48
9,38,41,7,63
69,70,54,58,67
51,66,61,28,50
52,73,64,75,74
67,70,20,8,74
73,81,84,41,43
43,56,8,26,61
77,83,46,35,10
46,8,37,16,25
72,10,73,46,29
77,36,24,34,1
45,53,68,15,43
50,27,34,58,5
17,59,37,73,9
24,51,84,81,1
51,39,49,15,5
53,55,32,30,23
11,26,1,48,9
31,53,79,8,55
59,82,78,1,67
81,36,19,20,78
74,48,76,57,12
70,9,17,80,38
23,70,72,55,75
80,55,27,28,11
4,22,49,25,20
18,79,30,48,64
50,36,16,27,44
47,68,81,11,6
44,48,50,27,3
23,64,82,44,3
71,46,3,13,1
60,57,9,42,39
80,51,4,68,5
46,22,1,53,9
32,70,9,34,76
57,83,21,37,53
42,45,6,10,32
63,34,4,49,13
78,31,13,33,4
81,61,5,20,63
1,75,13,16,49
8,48,66,24,75
70,11,73,8,61
65,66,17,40,81
69,14,48,83,33
60,15,42,77,29
60,68,18,26,72
52,8,4,68,15
43,3,57,5,78
44,33,27,34,1
8,75,66,6,14
6,56,75,16,58
25,21,75,72,32
29,74,41,76,5
46,63,30,24,28
63,6,27,25,82
65,82,80,3,5
11,75,32,8,76
17,49,75,52,13
36,66,52,65,60
20,34,21,71,65
36,82,22,79,46
46,77,68,23,38
23,6,11,58,62
65,20,41,50,8
81,23,42,9,22
53,41,23,4,8
62,1,48,79,83
39,42,3,14,37
59,7,35,68,14
77,4,60,41,63
80,23,57,63,66
10,16,62,45,57
39,9,78,77,42
69,33,82,38,72
58,62,73,83,59
75,65,54,55,18
11,41,5,24,10
83,46,40,81,56
24,57,36,59,74
4,34,78,46,71
42,2,80,73,83
31,15,34,83,21
12,76,68,59,82
78,37,79,50,42
70,74,46,31,22
80,31,38,59,60
81,78,31,16,75
28,61,58,79,60
78,19,12,5,27
10,27,66,21,83
66,3,60,11,6
70,21,20,49,71
29,61,24,38,40
77,27,83,14,38
25,63,36,24,31
40,18,42,79,3
61,30,48,12,65
77,82,33,54,83
6,57,42,70,53
70,2,31,54,61
42,79,56,35,70
19,16,42,46,45
69,52,50,58,15
1,7,26,35,53
26,84,21,79,29
38,70,61,14,25
83,4,60,41,59
51,4,41,79,14
9,39,4,8,84
52,37,34,45,40
1,14,11,57,67
24,23,84,37,22
60,65,30,19,66
43,5,59,45,11
1,17,12,52,64
40,73,10,49,51
2,67,76,26,73
66,31,4,24,80
17,63,16,64,32
35,22,17,43,34
84,53,55,47,24
23,11,16,17,32
80,21,25,23,72
26,57,84,44,46
76,73,82,19,43
1,32,11,24,77
34,2,48,73,53
81,9,52,4,50
54,1,79,9,32
65,16,47,45,22
84,38,28,78,14
71,53,68,57,10
21,47,32,51,49
38,46,61,30,44
19,27,36,58,42
18,16,7,31,47
26,74,84,12,42
14,31,81,49,63
67,72,54,14,58
14,8,41,80,44
22,34,14,3,38
67,1,50,79,27
51,21,57,84,73
60,43,79,24,29
70,35,33,26,59
54,29,69,6,63
84,17,51,55,63
54,34,53,12,31
61,41,28,5,45
43,27,77,22,59
48,13,59,40,22
14,3,79,21,11
74,27,20,56,42
30,52,59,39,48
6,51,34,8,82
56,24,36,79,19
30,53,68,33,17
78,2,75,38,10
42,17,6,27,84
